topic,topic_title,epoch,state_order,state,state_label,count,total_nodes,proportion
Politics,Partisan Alignment,6,1,1,weak_positive,35,1000,0.035
Politics,Partisan Alignment,6,2,0,neutral,250,1000,0.25
Politics,Partisan Alignment,6,3,-1,weak_negative,160,1000,0.16
Politics,Partisan Alignment,6,4,-2,strong_negative,98,1000,0.098
Politics,Partisan Alignment,7,0,2,strong_positive,469,1000,0.469
Politics,Partisan Alignment,7,1,1,weak_positive,33,1000,0.033
Politics,Partisan Alignment,7,2,0,neutral,251,1000,0.251
Politics,Partisan Alignment,7,3,-1,weak_negative,150,1000,0.15
Politics,Partisan Alignment,7,4,-2,strong_negative,97,1000,0.097
Politics,Partisan Alignment,8,0,2,strong_positive,467,1000,0.467
Politics,Partisan Alignment,8,1,1,weak_positive,44,1000,0.044
Politics,Partisan Alignment,8,2,0,neutral,252,1000,0.252
Politics,Partisan Alignment,8,3,-1,weak_negative,135,1000,0.135
Politics,Partisan Alignment,8,4,-2,strong_negative,102,1000,0.102
Politics,Partisan Alignment,9,0,2,strong_positive,492,1000,0.492
Politics,Partisan Alignment,9,1,1,weak_positive,28,1000,0.028
Politics,Partisan Alignment,9,2,0,neutral,251,1000,0.251
Politics,Partisan Alignment,9,3,-1,weak_negative,121,1000,0.121
Politics,Partisan Alignment,9,4,-2,strong_negative,108,1000,0.108
Politics,Partisan Alignment,10,0,2,strong_positive,498,1000,0.498
Politics,Partisan Alignment,10,1,1,weak_positive,29,1000,0.029
Politics,Partisan Alignment,10,2,0,neutral,255,1000,0.255
Politics,Partisan Alignment,10,3,-1,weak_negative,121,1000,0.121
Politics,Partisan Alignment,10,4,-2,strong_negative,97,1000,0.097
Politics,Partisan Alignment,11,0,2,strong_positive,503,1000,0.503
Politics,Partisan Alignment,11,1,1,weak_positive,29,1000,0.029
Politics,Partisan Alignment,11,2,0,neutral,254,1000,0.254
Politics,Partisan Alignment,11,3,-1,weak_negative,122,1000,0.122
Politics,Partisan Alignment,11,4,-2,strong_negative,92,1000,0.092
Politics,Partisan Alignment,12,0,2,strong_positive,503,1000,0.503
Politics,Partisan Alignment,12,1,1,weak_positive,33,1000,0.033
Politics,Partisan Alignment,12,2,0,neutral,256,1000,0.256
Politics,Partisan Alignment,12,3,-1,weak_negative,112,1000,0.112
Politics,Partisan Alignment,12,4,-2,strong_negative,96,1000,0.096
Politics,Partisan Alignment,13,0,2,strong_positive,510,1000,0.51
Politics,Partisan Alignment,13,1,1,weak_positive,30,1000,0.03
Politics,Partisan Alignment,13,2,0,neutral,257,1000,0.257
Politics,Partisan Alignment,13,3,-1,weak_negative,113,1000,0.113
Politics,Partisan Alignment,13,4,-2,strong_negative,90,1000,0.09
Politics,Partisan Alignment,14,0,2,strong_positive,522,1000,0.522
Politics,Partisan Alignment,14,1,1,weak_positive,26,1000,0.026
Politics,Partisan Alignment,14,2,0,neutral,252,1000,0.252
Politics,Partisan Alignment,14,3,-1,weak_negative,94,1000,0.094
Politics,Partisan Alignment,14,4,-2,strong_negative,106,1000,0.106
Politics,Partisan Alignment,15,0,2,strong_positive,523,1000,0.523
Politics,Partisan Alignment,15,1,1,weak_positive,36,1000,0.036
Politics,Partisan Alignment,15,2,0,neutral,251,1000,0.251
Politics,Partisan Alignment,15,3,-1,weak_negative,102,1000,0.102
Politics,Partisan Alignment,15,4,-2,strong_negative,88,1000,0.088
Politics,Partisan Alignment,16,0,2,strong_positive,542,1000,0.542
Politics,Partisan Alignment,16,1,1,weak_positive,23,1000,0.023
Politics,Partisan Alignment,16,2,0,neutral,255,1000,0.255
Politics,Partisan Alignment,16,3,-1,weak_negative,94,1000,0.094
Politics,Partisan Alignment,16,4,-2,strong_negative,86,1000,0.086
Politics,Partisan Alignment,17,0,2,strong_positive,545,1000,0.545
Politics,Partisan Alignment,17,1,1,weak_positive,26,1000,0.026
Politics,Partisan Alignment,17,2,0,neutral,254,1000,0.254
Politics,Partisan Alignment,17,3,-1,weak_negative,91,1000,0.091
Politics,Partisan Alignment,17,4,-2,strong_negative,84,1000,0.084
Politics,Partisan Alignment,18,0,2,strong_positive,549,1000,0.549
Politics,Partisan Alignment,18,1,1,weak_positive,31,1000,0.031
Politics,Partisan Alignment,18,2,0,neutral,252,1000,0.252
Politics,Partisan Alignment,18,3,-1,weak_negative,80,1000,0.08
Politics,Partisan Alignment,18,4,-2,strong_negative,88,1000,0.088
Politics,Partisan Alignment,19,0,2,strong_positive,562,1000,0.562
Politics,Partisan Alignment,19,1,1,weak_positive,20,1000,0.02
Politics,Partisan Alignment,19,2,0,neutral,257,1000,0.257
Politics,Partisan Alignment,19,3,-1,weak_negative,71,1000,0.071
Politics,Partisan Alignment,19,4,-2,strong_negative,90,1000,0.09
Politics,Partisan Alignment,20,0,2,strong_positive,563,1000,0.563
Politics,Partisan Alignment,20,1,1,weak_positive,25,1000,0.025
Politics,Partisan Alignment,20,2,0,neutral,250,1000,0.25
Politics,Partisan Alignment,20,3,-1,weak_negative,72,1000,0.072
Politics,Partisan Alignment,20,4,-2,strong_negative,90,1000,0.09
Politics,Partisan Alignment,21,0,2,strong_positive,573,1000,0.573
Politics,Partisan Alignment,21,1,1,weak_positive,24,1000,0.024
Politics,Partisan Alignment,21,2,0,neutral,242,1000,0.242
Politics,Partisan Alignment,21,3,-1,weak_negative,71,1000,0.071
Politics,Partisan Alignment,21,4,-2,strong_negative,90,1000,0.09
Politics,Partisan Alignment,22,0,2,strong_positive,588,1000,0.588
Politics,Partisan Alignment,22,1,1,weak_positive,15,1000,0.015
Politics,Partisan Alignment,22,2,0,neutral,239,1000,0.239
Politics,Partisan Alignment,22,3,-1,weak_negative,69,1000,0.069
Politics,Partisan Alignment,22,4,-2,strong_negative,89,1000,0.089
Politics,Partisan Alignment,23,0,2,strong_positive,589,1000,0.589
Politics,Partisan Alignment,23,1,1,weak_positive,20,1000,0.02
Politics,Partisan Alignment,23,2,0,neutral,236,1000,0.236
Politics,Partisan Alignment,23,3,-1,weak_negative,65,1000,0.065
Politics,Partisan Alignment,23,4,-2,strong_negative,90,1000,0.09
Politics,Partisan Alignment,24,0,2,strong_positive,588,1000,0.588
Politics,Partisan Alignment,24,1,1,weak_positive,25,1000,0.025
Politics,Partisan Alignment,24,2,0,neutral,234,1000,0.234
Politics,Partisan Alignment,24,3,-1,weak_negative,62,1000,0.062
Politics,Partisan Alignment,24,4,-2,strong_negative,91,1000,0.091
Politics,Partisan Alignment,25,0,2,strong_positive,590,1000,0.59
Politics,Partisan Alignment,25,1,1,weak_positive,27,1000,0.027
Politics,Partisan Alignment,25,2,0,neutral,235,1000,0.235
Politics,Partisan Alignment,25,3,-1,weak_negative,66,1000,0.066
Politics,Partisan Alignment,25,4,-2,strong_negative,82,1000,0.082
Politics,Partisan Alignment,26,0,2,strong_positive,595,1000,0.595
Politics,Partisan Alignment,26,1,1,weak_positive,25,1000,0.025
Politics,Partisan Alignment,26,2,0,neutral,235,1000,0.235
Politics,Partisan Alignment,26,3,-1,weak_negative,60,1000,0.06
Politics,Partisan Alignment,26,4,-2,strong_negative,85,1000,0.085
Politics,Partisan Alignment,27,0,2,strong_positive,590,1000,0.59
Politics,Partisan Alignment,27,1,1,weak_positive,33,1000,0.033
Politics,Partisan Alignment,27,2,0,neutral,234,1000,0.234
Politics,Partisan Alignment,27,3,-1,weak_negative,61,1000,0.061
Politics,Partisan Alignment,27,4,-2,strong_negative,82,1000,0.082
Politics,Partisan Alignment,28,0,2,strong_positive,606,1000,0.606
Politics,Partisan Alignment,28,1,1,weak_positive,24,1000,0.024
Politics,Partisan Alignment,28,2,0,neutral,234,1000,0.234
Politics,Partisan Alignment,28,3,-1,weak_negative,51,1000,0.051
Politics,Partisan Alignment,28,4,-2,strong_negative,85,1000,0.085
Politics,Partisan Alignment,29,0,2,strong_positive,604,1000,0.604
Politics,Partisan Alignment,29,1,1,weak_positive,27,1000,0.027
Politics,Partisan Alignment,29,2,0,neutral,236,1000,0.236
Politics,Partisan Alignment,29,3,-1,weak_negative,52,1000,0.052
Politics,Partisan Alignment,29,4,-2,strong_negative,81,1000,0.081
Politics,Partisan Alignment,30,0,2,strong_positive,612,1000,0.612
Politics,Partisan Alignment,30,1,1,weak_positive,25,1000,0.025
Politics,Partisan Alignment,30,2,0,neutral,232,1000,0.232
Politics,Partisan Alignment,30,3,-1,weak_negative,55,1000,0.055
Politics,Partisan Alignment,30,4,-2,strong_negative,76,1000,0.076
Politics,Partisan Alignment,31,0,2,strong_positive,619,1000,0.619
Politics,Partisan Alignment,31,1,1,weak_positive,21,1000,0.021
Politics,Partisan Alignment,31,2,0,neutral,233,1000,0.233
Politics,Partisan Alignment,31,3,-1,weak_negative,52,1000,0.052
Politics,Partisan Alignment,31,4,-2,strong_negative,75,1000,0.075
Politics,Partisan Alignment,32,0,2,strong_positive,615,1000,0.615
Politics,Partisan Alignment,32,1,1,weak_positive,24,1000,0.024
Politics,Partisan Alignment,32,2,0,neutral,233,1000,0.233
Politics,Partisan Alignment,32,3,-1,weak_negative,41,1000,0.041
Politics,Partisan Alignment,32,4,-2,strong_negative,87,1000,0.087
Politics,Partisan Alignment,33,0,2,strong_positive,608,1000,0.608
Politics,Partisan Alignment,33,1,1,weak_positive,31,1000,0.031
Politics,Partisan Alignment,33,2,0,neutral,233,1000,0.233
Politics,Partisan Alignment,33,3,-1,weak_negative,39,1000,0.039
Politics,Partisan Alignment,33,4,-2,strong_negative,89,1000,0.089
Politics,Partisan Alignment,34,0,2,strong_positive,603,1000,0.603
Politics,Partisan Alignment,34,1,1,weak_positive,40,1000,0.04
Politics,Partisan Alignment,34,2,0,neutral,226,1000,0.226
Politics,Partisan Alignment,34,3,-1,weak_negative,36,1000,0.036
Politics,Partisan Alignment,34,4,-2,strong_negative,95,1000,0.095
Politics,Partisan Alignment,35,0,2,strong_positive,605,1000,0.605
Politics,Partisan Alignment,35,1,1,weak_positive,37,1000,0.037
Politics,Partisan Alignment,35,2,0,neutral,224,1000,0.224
Politics,Partisan Alignment,35,3,-1,weak_negative,38,1000,0.038
Politics,Partisan Alignment,35,4,-2,strong_negative,96,1000,0.096
Politics,Partisan Alignment,36,0,2,strong_positive,600,1000,0.6
Politics,Partisan Alignment,36,1,1,weak_positive,40,1000,0.04
Politics,Partisan Alignment,36,2,0,neutral,225,1000,0.225
Politics,Partisan Alignment,36,3,-1,weak_negative,44,1000,0.044
Politics,Partisan Alignment,36,4,-2,strong_negative,91,1000,0.091
Politics,Partisan Alignment,37,0,2,strong_positive,600,1000,0.6
Politics,Partisan Alignment,37,1,1,weak_positive,43,1000,0.043
Politics,Partisan Alignment,37,2,0,neutral,224,1000,0.224
Politics,Partisan Alignment,37,3,-1,weak_negative,35,1000,0.035
Politics,Partisan Alignment,37,4,-2,strong_negative,98,1000,0.098
Politics,Partisan Alignment,38,0,2,strong_positive,603,1000,0.603
Politics,Partisan Alignment,38,1,1,weak_positive,37,1000,0.037
Politics,Partisan Alignment,38,2,0,neutral,225,1000,0.225
Politics,Partisan Alignment,38,3,-1,weak_negative,37,1000,0.037
Politics,Partisan Alignment,38,4,-2,strong_negative,98,1000,0.098
Politics,Partisan Alignment,39,0,2,strong_positive,595,1000,0.595
Politics,Partisan Alignment,39,1,1,weak_positive,45,1000,0.045
Politics,Partisan Alignment,39,2,0,neutral,224,1000,0.224
Politics,Partisan Alignment,39,3,-1,weak_negative,44,1000,0.044
Politics,Partisan Alignment,39,4,-2,strong_negative,92,1000,0.092
Politics,Partisan Alignment,40,0,2,strong_positive,604,1000,0.604
Politics,Partisan Alignment,40,1,1,weak_positive,38,1000,0.038
Politics,Partisan Alignment,40,2,0,neutral,225,1000,0.225
Politics,Partisan Alignment,40,3,-1,weak_negative,36,1000,0.036
Politics,Partisan Alignment,40,4,-2,strong_negative,97,1000,0.097
Gun_Control,Gun Control,0,0,2,strong_positive,100,1000,0.1
Gun_Control,Gun Control,0,1,1,weak_positive,204,1000,0.204
Gun_Control,Gun Control,0,2,0,neutral,396,1000,0.396
Gun_Control,Gun Control,0,3,-1,weak_negative,201,1000,0.201
Gun_Control,Gun Control,0,4,-2,strong_negative,99,1000,0.099
Gun_Control,Gun Control,1,0,2,strong_positive,102,1000,0.102
Gun_Control,Gun Control,1,1,1,weak_positive,264,1000,0.264
Gun_Control,Gun Control,1,2,0,neutral,255,1000,0.255
Gun_Control,Gun Control,1,3,-1,weak_negative,212,1000,0.212
Gun_Control,Gun Control,1,4,-2,strong_negative,167,1000,0.167
Gun_Control,Gun Control,2,0,2,strong_positive,112,1000,0.112
Gun_Control,Gun Control,2,1,1,weak_positive,328,1000,0.328
Gun_Control,Gun Control,2,2,0,neutral,139,1000,0.139
Gun_Control,Gun Control,2,3,-1,weak_negative,246,1000,0.246
Gun_Control,Gun Control,2,4,-2,strong_negative,175,1000,0.175
Gun_Control,Gun Control,3,0,2,strong_positive,132,1000,0.132
Gun_Control,Gun Control,3,1,1,weak_positive,369,1000,0.369
Gun_Control,Gun Control,3,2,0,neutral,58,1000,0.058
Gun_Control,Gun Control,3,3,-1,weak_negative,272,1000,0.272
Gun_Control,Gun Control,3,4,-2,strong_negative,169,1000,0.169
Gun_Control,Gun Control,4,0,2,strong_positive,147,1000,0.147
Gun_Control,Gun Control,4,1,1,weak_positive,381,1000,0.381
Gun_Control,Gun Control,4,2,0,neutral,33,1000,0.033
Gun_Control,Gun Control,4,3,-1,weak_negative,271,1000,0.271
Gun_Control,Gun Control,4,4,-2,strong_negative,168,1000,0.168
Gun_Control,Gun Control,5,0,2,strong_positive,157,1000,0.157
Gun_Control,Gun Control,5,1,1,weak_positive,386,1000,0.386
Gun_Control,Gun Control,5,2,0,neutral,26,1000,0.026
Gun_Control,Gun Control,5,3,-1,weak_negative,278,1000,0.278
Gun_Control,Gun Control,5,4,-2,strong_negative,153,1000,0.153
Gun_Control,Gun Control,6,0,2,strong_positive,177,1000,0.177
Gun_Control,Gun Control,6,1,1,weak_positive,376,1000,0.376
Gun_Control,Gun Control,6,2,0,neutral,21,1000,0.021
Gun_Control,Gun Control,6,3,-1,weak_negative,279,1000,0.279
Gun_Control,Gun Control,6,4,-2,strong_negative,147,1000,0.147
Gun_Control,Gun Control,7,0,2,strong_positive,189,1000,0.189
Gun_Control,Gun Control,7,1,1,weak_positive,371,1000,0.371
Gun_Control,Gun Control,7,2,0,neutral,15,1000,0.015
Gun_Control,Gun Control,7,3,-1,weak_negative,277,1000,0.277
Gun_Control,Gun Control,7,4,-2,strong_negative,148,1000,0.148
Gun_Control,Gun Control,8,0,2,strong_positive,204,1000,0.204
Gun_Control,Gun Control,8,1,1,weak_positive,362,1000,0.362
Gun_Control,Gun Control,8,2,0,neutral,17,1000,0.017
Gun_Control,Gun Control,8,3,-1,weak_negative,277,1000,0.277
Gun_Control,Gun Control,8,4,-2,strong_negative,140,1000,0.14
Gun_Control,Gun Control,9,0,2,strong_positive,209,1000,0.209
Gun_Control,Gun Control,9,1,1,weak_positive,361,1000,0.361
Gun_Control,Gun Control,9,2,0,neutral,12,1000,0.012
Gun_Control,Gun Control,9,3,-1,weak_negative,276,1000,0.276
Gun_Control,Gun Control,9,4,-2,strong_negative,142,1000,0.142
Gun_Control,Gun Control,10,0,2,strong_positive,228,1000,0.228
Gun_Control,Gun Control,10,1,1,weak_positive,349,1000,0.349
Gun_Control,Gun Control,10,2,0,neutral,12,1000,0.012
Gun_Control,Gun Control,10,3,-1,weak_negative,271,1000,0.271
Gun_Control,Gun Control,10,4,-2,strong_negative,140,1000,0.14
Gun_Control,Gun Control,11,0,2,strong_positive,242,1000,0.242
Gun_Control,Gun Control,11,1,1,weak_positive,339,1000,0.339
Gun_Control,Gun Control,11,2,0,neutral,11,1000,0.011
Gun_Control,Gun Control,11,3,-1,weak_negative,269,1000,0.269
Gun_Control,Gun Control,11,4,-2,strong_negative,139,1000,0.139
Gun_Control,Gun Control,12,0,2,strong_positive,248,1000,0.248
Gun_Control,Gun Control,12,1,1,weak_positive,335,1000,0.335
Gun_Control,Gun Control,12,2,0,neutral,11,1000,0.011
Gun_Control,Gun Control,12,3,-1,weak_negative,269,1000,0.269
Gun_Control,Gun Control,12,4,-2,strong_negative,137,1000,0.137
Gun_Control,Gun Control,13,0,2,strong_positive,252,1000,0.252
Gun_Control,Gun Control,13,1,1,weak_positive,335,1000,0.335
Gun_Control,Gun Control,13,2,0,neutral,15,1000,0.015
Gun_Control,Gun Control,13,3,-1,weak_negative,256,1000,0.256
Gun_Control,Gun Control,13,4,-2,strong_negative,142,1000,0.142
Gun_Control,Gun Control,14,0,2,strong_positive,258,1000,0.258
Gun_Control,Gun Control,14,1,1,weak_positive,334,1000,0.334
Gun_Control,Gun Control,14,2,0,neutral,14,1000,0.014
Gun_Control,Gun Control,14,3,-1,weak_negative,250,1000,0.25
Gun_Control,Gun Control,14,4,-2,strong_negative,144,1000,0.144
Gun_Control,Gun Control,15,0,2,strong_positive,267,1000,0.267
Gun_Control,Gun Control,15,1,1,weak_positive,329,1000,0.329
Gun_Control,Gun Control,15,2,0,neutral,14,1000,0.014
Gun_Control,Gun Control,15,3,-1,weak_negative,240,1000,0.24
Gun_Control,Gun Control,15,4,-2,strong_negative,150,1000,0.15
Gun_Control,Gun Control,16,0,2,strong_positive,270,1000,0.27
Gun_Control,Gun Control,16,1,1,weak_positive,330,1000,0.33
Gun_Control,Gun Control,16,2,0,neutral,12,1000,0.012
Gun_Control,Gun Control,16,3,-1,weak_negative,241,1000,0.241
Gun_Control,Gun Control,16,4,-2,strong_negative,147,1000,0.147
Gun_Control,Gun Control,17,0,2,strong_positive,279,1000,0.279
Gun_Control,Gun Control,17,1,1,weak_positive,327,1000,0.327
Gun_Control,Gun Control,17,2,0,neutral,9,1000,0.009
Gun_Control,Gun Control,17,3,-1,weak_negative,232,1000,0.232
Gun_Control,Gun Control,17,4,-2,strong_negative,153,1000,0.153
Gun_Control,Gun Control,18,0,2,strong_positive,294,1000,0.294
Gun_Control,Gun Control,18,1,1,weak_positive,317,1000,0.317
Gun_Control,Gun Control,18,2,0,neutral,10,1000,0.01
Gun_Control,Gun Control,18,3,-1,weak_negative,225,1000,0.225
Gun_Control,Gun Control,18,4,-2,strong_negative,154,1000,0.154
Gun_Control,Gun Control,19,0,2,strong_positive,308,1000,0.308
Gun_Control,Gun Control,19,1,1,weak_positive,305,1000,0.305
Gun_Control,Gun Control,19,2,0,neutral,8,1000,0.008
Gun_Control,Gun Control,19,3,-1,weak_negative,216,1000,0.216
Gun_Control,Gun Control,19,4,-2,strong_negative,163,1000,0.163
Gun_Control,Gun Control,20,0,2,strong_positive,321,1000,0.321
Gun_Control,Gun Control,20,1,1,weak_positive,296,1000,0.296
Gun_Control,Gun Control,20,2,0,neutral,7,1000,0.007
Gun_Control,Gun Control,20,3,-1,weak_negative,213,1000,0.213
Gun_Control,Gun Control,20,4,-2,strong_negative,163,1000,0.163
Gun_Control,Gun Control,21,0,2,strong_positive,325,1000,0.325
Gun_Control,Gun Control,21,1,1,weak_positive,294,1000,0.294
Gun_Control,Gun Control,21,2,0,neutral,10,1000,0.01
Gun_Control,Gun Control,21,3,-1,weak_negative,207,1000,0.207
Gun_Control,Gun Control,21,4,-2,strong_negative,164,1000,0.164
Gun_Control,Gun Control,22,0,2,strong_positive,328,1000,0.328
Gun_Control,Gun Control,22,1,1,weak_positive,296,1000,0.296
Gun_Control,Gun Control,22,2,0,neutral,10,1000,0.01
Gun_Control,Gun Control,22,3,-1,weak_negative,206,1000,0.206
Gun_Control,Gun Control,22,4,-2,strong_negative,160,1000,0.16
Gun_Control,Gun Control,23,0,2,strong_positive,334,1000,0.334
Gun_Control,Gun Control,23,1,1,weak_positive,290,1000,0.29
Gun_Control,Gun Control,23,2,0,neutral,10,1000,0.01
Gun_Control,Gun Control,23,3,-1,weak_negative,217,1000,0.217
Gun_Control,Gun Control,23,4,-2,strong_negative,149,1000,0.149
Gun_Control,Gun Control,24,0,2,strong_positive,338,1000,0.338
Gun_Control,Gun Control,24,1,1,weak_positive,290,1000,0.29
Gun_Control,Gun Control,24,2,0,neutral,8,1000,0.008
Gun_Control,Gun Control,24,3,-1,weak_negative,212,1000,0.212
Gun_Control,Gun Control,24,4,-2,strong_negative,152,1000,0.152
Gun_Control,Gun Control,25,0,2,strong_positive,346,1000,0.346
Gun_Control,Gun Control,25,1,1,weak_positive,284,1000,0.284
Gun_Control,Gun Control,25,2,0,neutral,5,1000,0.005
Gun_Control,Gun Control,25,3,-1,weak_negative,210,1000,0.21
Gun_Control,Gun Control,25,4,-2,strong_negative,155,1000,0.155
Gun_Control,Gun Control,26,0,2,strong_positive,347,1000,0.347
Gun_Control,Gun Control,26,1,1,weak_positive,286,1000,0.286
Gun_Control,Gun Control,26,2,0,neutral,8,1000,0.008
Gun_Control,Gun Control,26,3,-1,weak_negative,203,1000,0.203
Gun_Control,Gun Control,26,4,-2,strong_negative,156,1000,0.156
Gun_Control,Gun Control,27,0,2,strong_positive,351,1000,0.351
Gun_Control,Gun Control,27,1,1,weak_positive,284,1000,0.284
Gun_Control,Gun Control,27,2,0,neutral,8,1000,0.008
Gun_Control,Gun Control,27,3,-1,weak_negative,197,1000,0.197
Gun_Control,Gun Control,27,4,-2,strong_negative,160,1000,0.16
Gun_Control,Gun Control,28,0,2,strong_positive,351,1000,0.351
Gun_Control,Gun Control,28,1,1,weak_positive,286,1000,0.286
Gun_Control,Gun Control,28,2,0,neutral,11,1000,0.011
Gun_Control,Gun Control,28,3,-1,weak_negative,197,1000,0.197
Gun_Control,Gun Control,28,4,-2,strong_negative,155,1000,0.155
Gun_Control,Gun Control,29,0,2,strong_positive,351,1000,0.351
Gun_Control,Gun Control,29,1,1,weak_positive,290,1000,0.29
Gun_Control,Gun Control,29,2,0,neutral,13,1000,0.013
Gun_Control,Gun Control,29,3,-1,weak_negative,186,1000,0.186
Gun_Control,Gun Control,29,4,-2,strong_negative,160,1000,0.16
Gun_Control,Gun Control,30,0,2,strong_positive,352,1000,0.352
Gun_Control,Gun Control,30,1,1,weak_positive,290,1000,0.29
Gun_Control,Gun Control,30,2,0,neutral,11,1000,0.011
Gun_Control,Gun Control,30,3,-1,weak_negative,186,1000,0.186
Gun_Control,Gun Control,30,4,-2,strong_negative,161,1000,0.161
Gun_Control,Gun Control,31,0,2,strong_positive,354,1000,0.354
Gun_Control,Gun Control,31,1,1,weak_positive,290,1000,0.29
Gun_Control,Gun Control,31,2,0,neutral,12,1000,0.012
Gun_Control,Gun Control,31,3,-1,weak_negative,183,1000,0.183
Gun_Control,Gun Control,31,4,-2,strong_negative,161,1000,0.161
Gun_Control,Gun Control,32,0,2,strong_positive,368,1000,0.368
Gun_Control,Gun Control,32,1,1,weak_positive,278,1000,0.278
Gun_Control,Gun Control,32,2,0,neutral,11,1000,0.011
Gun_Control,Gun Control,32,3,-1,weak_negative,181,1000,0.181
Gun_Control,Gun Control,32,4,-2,strong_negative,162,1000,0.162
Gun_Control,Gun Control,33,0,2,strong_positive,376,1000,0.376
Gun_Control,Gun Control,33,1,1,weak_positive,271,1000,0.271
Gun_Control,Gun Control,33,2,0,neutral,12,1000,0.012
Gun_Control,Gun Control,33,3,-1,weak_negative,173,1000,0.173
Gun_Control,Gun Control,33,4,-2,strong_negative,168,1000,0.168
Gun_Control,Gun Control,34,0,2,strong_positive,381,1000,0.381
Gun_Control,Gun Control,34,1,1,weak_positive,266,1000,0.266
Gun_Control,Gun Control,34,2,0,neutral,15,1000,0.015
Gun_Control,Gun Control,34,3,-1,weak_negative,166,1000,0.166
Gun_Control,Gun Control,34,4,-2,strong_negative,172,1000,0.172
Gun_Control,Gun Control,35,0,2,strong_positive,381,1000,0.381
Gun_Control,Gun Control,35,1,1,weak_positive,268,1000,0.268
Gun_Control,Gun Control,35,2,0,neutral,11,1000,0.011
Gun_Control,Gun Control,35,3,-1,weak_negative,170,1000,0.17
Gun_Control,Gun Control,35,4,-2,strong_negative,170,1000,0.17
Gun_Control,Gun Control,36,0,2,strong_positive,382,1000,0.382
Gun_Control,Gun Control,36,1,1,weak_positive,270,1000,0.27
Gun_Control,Gun Control,36,2,0,neutral,13,1000,0.013
Gun_Control,Gun Control,36,3,-1,weak_negative,167,1000,0.167
Gun_Control,Gun Control,36,4,-2,strong_negative,168,1000,0.168
Gun_Control,Gun Control,37,0,2,strong_positive,386,1000,0.386
Gun_Control,Gun Control,37,1,1,weak_positive,266,1000,0.266
Gun_Control,Gun Control,37,2,0,neutral,8,1000,0.008
Gun_Control,Gun Control,37,3,-1,weak_negative,157,1000,0.157
Gun_Control,Gun Control,37,4,-2,strong_negative,183,1000,0.183
Gun_Control,Gun Control,38,0,2,strong_positive,385,1000,0.385
Gun_Control,Gun Control,38,1,1,weak_positive,269,1000,0.269
Gun_Control,Gun Control,38,2,0,neutral,9,1000,0.009
Gun_Control,Gun Control,38,3,-1,weak_negative,154,1000,0.154
Gun_Control,Gun Control,38,4,-2,strong_negative,183,1000,0.183
Gun_Control,Gun Control,39,0,2,strong_positive,392,1000,0.392
Gun_Control,Gun Control,39,1,1,weak_positive,264,1000,0.264
Gun_Control,Gun Control,39,2,0,neutral,8,1000,0.008
Gun_Control,Gun Control,39,3,-1,weak_negative,152,1000,0.152
Gun_Control,Gun Control,39,4,-2,strong_negative,184,1000,0.184
Gun_Control,Gun Control,40,0,2,strong_positive,395,1000,0.395
Gun_Control,Gun Control,40,1,1,weak_positive,263,1000,0.263
Gun_Control,Gun Control,40,2,0,neutral,4,1000,0.004
Gun_Control,Gun Control,40,3,-1,weak_negative,147,1000,0.147
